,SOL,BNB,XRP,ADA,DOGE,TRX,AVAX,LINK,DOT,LTC,BCH,UNI,ATOM,XLM,ETC,NEAR,FIL,APT,ICP,HBAR,SUI,ARB,OP,INJ,SHIB,TON,PEPE,AAVE,MKR,VET,RENDER,ALGO
2023-02-09,20.48,306.2,0.3819,0.3622,0.08144,0.06265,17.9,6.984,6.235,92.05,126.6,6.33,13.53,0.0857,20.9,2.27,4.789,13.3407,5.08,0.0716,,,2.399,3.284,1.216e-05,,,77.8,712.0,0.02329,,0.2548
2023-02-10,20.11,305.8,0.3817,0.3581,0.08089,0.06329,17.79,6.89,6.186,93.34,124.3,6.365,13.705,0.0857,20.97,2.25,4.848,13.6562,5.072,0.0761,,,2.417,3.128,1.287e-05,,,78.7,712.0,0.02357,,0.251
2023-02-11,20.81,310.4,0.3833,0.3684,0.08225,0.06372,18.01,7.003,6.278,94.28,124.6,6.481,13.749,0.0862,21.49,2.285,5.102,13.8858,5.268,0.0881,,,2.488,3.399,1.291e-05,,,79.4,724.0,0.02388,,0.2566
2023-02-12,21.49,312.6,0.3747,0.3641,0.08215,0.06388,17.78,6.808,6.181,92.51,122.9,6.346,13.539,0.0851,21.06,2.237,4.919,13.1054,5.51,0.0868,,,2.333,3.347,1.283e-05,,,77.4,685.0,0.02358,,0.2474
2023-02-13,20.77,294.3,0.3703,0.3593,0.08209,0.0656,17.63,6.669,6.143,91.05,123.8,6.244,13.129,0.085,20.64,2.187,4.867,13.7341,5.345,0.086,,,2.212,3.258,1.247e-05,,,82.4,770.0,0.02298,,0.2432
2023-02-14,21.84,296.2,0.3819,0.3867,0.0836,0.06675,18.14,6.808,6.227,95.82,126.7,6.589,13.399,0.086,21.23,2.246,5.091,14.7535,5.532,0.0876,,,2.427,3.487,1.275e-05,,,83.1,739.0,0.02384,,0.2533
2023-02-15,23.86,317.4,0.4011,0.419,0.08928,0.07085,19.94,7.281,6.612,102.82,134.8,6.93,14.297,0.0902,22.47,2.515,5.483,15.9415,6.031,0.0915,,,2.82,3.945,1.375e-05,,,89.5,760.0,0.02567,,0.2722
2023-02-16,22.24,304.4,0.3841,0.3874,0.08489,0.06683,18.59,7.011,6.327,98.55,128.0,6.477,13.427,0.0863,21.35,2.311,5.403,14.6866,5.936,0.0839,,,2.622,3.645,1.269e-05,,,84.0,706.0,0.02432,,0.2575
2023-02-17,23.14,313.0,0.395,0.4033,0.08771,0.07031,19.45,7.65,7.284,100.12,133.4,6.738,14.17,0.0908,22.42,2.456,7.609,14.743,7.313,0.0853,,,2.793,4.006,1.317e-05,,,86.4,725.0,0.02761,,0.2712
2023-02-18,23.45,316.5,0.3943,0.406,0.08882,0.07014,19.54,7.989,7.229,99.71,136.2,6.976,14.289,0.0918,22.62,2.576,7.52,14.4335,7.051,0.0864,,,2.779,4.421,1.319e-05,,,91.0,729.0,0.02714,,0.2729
2023-02-19,24.84,311.5,0.3863,0.3995,0.08697,0.07038,19.81,8.014,7.438,97.43,136.0,7.21,14.126,0.0905,22.5,2.575,8.466,14.0791,7.348,0.0874,,,2.579,4.162,1.332e-05,,,90.1,737.0,0.02871,,0.2777
2023-02-20,26.26,315.4,0.3984,0.4038,0.08829,0.07197,20.82,8.017,7.551,95.9,145.1,7.371,14.423,0.0945,23.18,2.702,8.526,14.2181,7.324,0.0868,,,2.608,4.189,1.349e-05,,,92.0,771.0,0.03186,,0.285
2023-02-21,24.98,311.5,0.3919,0.3925,0.08546,0.06948,20.98,7.64,7.251,93.8,145.3,7.036,13.866,0.0949,22.85,2.569,8.182,13.4449,6.889,0.0825,,,2.517,3.942,1.306e-05,,,87.8,787.0,0.03014,,0.2788
2023-02-22,24.16,312.4,0.3953,0.3888,0.0855,0.06944,20.32,7.717,7.186,95.28,142.0,6.931,13.587,0.0924,22.48,2.508,8.031,13.8913,6.731,0.0823,,,2.704,3.813,1.315e-05,,,85.0,760.0,0.02957,,0.2714
2023-02-23,23.91,308.3,0.3882,0.3824,0.08425,0.06955,19.71,7.935,7.093,94.59,138.8,6.943,13.738,0.091,22.12,2.47,7.846,13.445,6.682,0.0807,,,2.875,3.913,1.313e-05,,,85.6,740.0,0.02974,,0.2685
2023-02-24,23.07,302.3,0.3783,0.3658,0.08092,0.06787,18.39,7.466,6.614,91.55,132.7,6.572,13.08,0.0892,21.11,2.313,6.853,12.8449,6.285,0.0771,,,3.06,3.644,1.255e-05,,,81.6,715.0,0.02775,,0.2566
2023-02-25,22.37,302.4,0.3778,0.362,0.08075,0.06785,17.94,7.373,6.544,93.15,133.2,6.469,12.842,0.088,20.98,2.289,6.706,12.2498,6.11,0.075,,,2.753,3.425,1.24e-05,,,80.0,707.0,0.02695,,0.2505
2023-02-26,23.25,308.7,0.3779,0.3691,0.08216,0.06951,18.43,7.497,6.691,95.27,136.3,6.61,12.961,0.089,21.41,2.376,6.906,12.6407,6.242,0.0748,,,3.009,3.779,1.284e-05,,,82.2,775.0,0.02823,,0.2553
2023-02-27,22.68,304.6,0.3785,0.3647,0.08136,0.06943,17.93,7.274,6.579,94.07,135.2,6.439,12.786,0.0883,21.31,2.346,6.851,12.3764,6.124,0.0722,,,2.896,3.641,1.251e-05,,,80.2,788.0,0.02811,,0.2548
2023-02-28,21.89,301.4,0.3762,0.3517,0.08085,0.06905,17.09,7.195,6.347,93.8,132.0,6.501,12.279,0.0871,20.76,2.23,6.484,11.886,5.798,0.0691,,,2.703,3.509,1.202e-05,,,77.7,791.0,0.02695,,0.2444
2023-03-01,22.51,302.7,0.3835,0.3601,0.08193,0.06984,17.77,7.536,6.535,97.78,134.3,6.843,12.778,0.088,21.29,2.319,7.251,13.4495,6.177,0.0707,,,2.769,3.797,1.226e-05,,,82.9,926.0,0.02809,,0.2507
2023-03-02,22.0,299.8,0.3772,0.3504,0.08056,0.06972,17.47,7.275,6.335,95.39,131.8,6.637,12.466,0.0875,21.1,2.259,6.905,12.8466,5.932,0.0689,,,2.723,3.75,1.206e-05,,,79.9,883.0,0.02727,,0.242
2023-03-03,21.42,290.4,0.3774,0.3431,0.07684,0.06715,16.66,6.958,6.037,90.56,126.4,6.272,12.016,0.0857,20.36,2.098,6.259,11.7381,5.591,0.064,,,2.543,3.607,1.139e-05,,,76.8,892.0,0.02542,,0.2331
2023-03-04,20.98,289.6,0.3735,0.3366,0.07462,0.0667,16.14,6.857,5.917,89.34,124.4,6.161,11.843,0.0837,19.95,2.05,5.915,11.2656,5.399,0.0644,,,2.368,3.258,1.113e-05,,,75.3,861.0,0.02444,,0.2245
2023-03-05,20.97,288.7,0.3668,0.337,0.07474,0.06725,16.14,6.945,5.978,89.93,124.0,6.351,12.019,0.0827,19.75,2.031,6.139,11.1566,5.339,0.0639,,,2.431,3.344,1.109e-05,,,75.0,948.0,0.02433,,0.2257
2023-03-06,20.63,287.8,0.3695,0.3305,0.07479,0.06739,16.52,6.854,5.92,87.36,124.2,6.337,11.978,0.0835,19.65,2.055,6.098,11.2935,5.319,0.0639,,,2.517,3.323,1.115e-05,,,76.6,910.0,0.02461,,0.2251
2023-03-07,20.25,289.3,0.3801,0.3306,0.07407,0.06629,16.17,6.881,5.847,86.29,122.1,6.429,11.75,0.0827,19.21,2.002,5.969,11.1278,5.336,0.0626,,,2.402,3.176,1.112e-05,,,75.2,922.0,0.0236,,0.2172
2023-03-08,18.41,287.1,0.3889,0.3175,0.07112,0.06532,15.12,6.577,5.601,82.76,116.6,6.103,10.958,0.0816,18.25,1.842,5.782,10.5158,5.046,0.0606,,,2.234,2.862,1.093e-05,,,71.7,876.0,0.02211,,0.2017
2023-03-09,17.33,277.1,0.3706,0.3101,0.06595,0.05863,14.41,6.16,5.385,76.68,110.2,5.722,11.032,0.0771,17.07,1.788,5.509,11.1198,4.768,0.0574,,,2.202,2.648,1.008e-05,,,68.6,809.0,0.02028,,0.1934
2023-03-10,18.17,277.4,0.37,0.3149,0.06572,0.05736,14.8,6.215,5.549,71.37,111.5,5.62,11.141,0.0781,17.43,1.798,5.313,10.7913,4.923,0.0589,,,2.135,3.031,1.028e-05,,,68.3,781.0,0.02062,,0.1883
2023-03-11,18.07,276.0,0.3638,0.3051,0.06604,0.05877,14.51,6.162,5.463,69.21,113.6,5.434,11.019,0.0788,17.15,1.797,4.95,10.4335,4.718,0.0583,,,1.887,3.115,1.029e-05,,,66.8,722.0,0.02033,,0.1872
2023-03-12,20.2,288.1,0.3714,0.3298,0.07051,0.06458,16.18,6.551,5.895,76.26,120.2,5.897,11.695,0.0822,18.72,1.941,5.714,11.8899,5.226,0.0618,,,2.345,3.696,1.073e-05,,,72.7,896.0,0.02197,,0.2011
2023-03-13,20.4,307.9,0.3724,0.3433,0.07279,0.06694,16.47,6.761,6.1,81.46,126.6,6.09,11.984,0.0844,19.56,2.036,6.376,12.3103,5.364,0.0645,,,2.615,4.135,1.103e-05,,,76.0,909.0,0.02344,,0.2122
2023-03-14,20.86,308.4,0.3724,0.3429,0.07456,0.06695,17.15,6.96,6.223,83.94,131.0,6.317,13.04,0.0883,20.22,2.116,6.751,13.5705,5.529,0.0658,,,2.71,4.265,1.126e-05,,,79.1,859.0,0.0239,,0.2222
2023-03-15,19.24,306.3,0.3589,0.3241,0.06963,0.06517,15.55,6.546,5.874,76.43,123.2,5.909,12.416,0.0837,18.4,1.921,5.595,12.2418,5.168,0.0599,,,2.404,4.028,1.038e-05,,,73.9,747.0,0.02183,,0.2039
2023-03-16,19.67,329.4,0.3647,0.3249,0.07256,0.06512,15.83,6.656,6.088,78.86,125.8,5.903,12.814,0.0845,18.73,1.963,5.804,12.3504,5.165,0.0609,,,2.482,4.066,1.05e-05,,,74.8,704.0,0.02234,,0.2084
2023-03-17,21.6,338.9,0.3798,0.3494,0.07642,0.06763,17.64,7.207,6.618,85.51,135.5,6.404,13.166,0.0879,20.28,2.163,6.39,13.5176,5.637,0.0653,,,2.715,4.833,1.113e-05,,,80.6,727.0,0.02425,,0.2264
2023-03-18,21.2,331.0,0.3739,0.3371,0.07295,0.06579,16.98,6.922,6.313,83.02,131.1,6.508,12.218,0.0856,20.76,2.079,5.874,12.7853,5.33,0.0624,,,2.618,4.441,1.071e-05,,,77.8,684.0,0.02302,,0.2145
2023-03-19,21.86,336.7,0.3857,0.3448,0.0745,0.0665,17.53,7.081,6.451,83.98,135.7,6.488,12.306,0.0877,21.06,2.132,6.281,13.0176,5.407,0.0649,,,2.693,4.28,1.091e-05,,,79.4,687.0,0.02443,,0.2197
2023-03-20,22.13,332.5,0.3734,0.3321,0.07137,0.06503,16.64,7.05,6.092,78.05,130.3,6.176,11.545,0.0863,19.57,1.994,5.72,12.1027,5.106,0.0615,,,2.473,3.983,1.044e-05,,,76.1,667.0,0.02295,,0.2094
2023-03-21,22.53,334.4,0.4696,0.3696,0.0766,0.067,17.44,7.375,6.363,82.48,134.0,6.421,11.915,0.0963,20.9,2.068,5.923,12.26,5.256,0.0639,,,2.637,4.23,1.093e-05,,,79.0,690.0,0.02377,,0.223
2023-03-22,21.42,321.1,0.4213,0.3596,0.07385,0.05978,16.74,7.173,6.053,87.27,125.9,6.071,11.327,0.0908,20.03,1.946,5.651,13.1252,5.089,0.0603,,,2.526,4.107,1.058e-05,,,75.1,669.0,0.02247,,0.2134
2023-03-23,22.16,329.4,0.4438,0.3715,0.07736,0.0652,17.54,7.61,6.321,93.61,128.6,6.238,11.683,0.0924,20.78,2.044,5.925,13.2821,5.198,0.0623,,1.3217,2.484,4.232,1.084e-05,,,77.1,680.0,0.02358,,0.2194
2023-03-24,20.66,322.1,0.4259,0.3596,0.07453,0.06341,16.95,7.191,6.021,93.58,123.7,5.882,11.192,0.0887,20.19,1.963,5.554,12.2051,4.947,0.0599,,1.2727,2.269,4.17,1.061e-05,,,73.0,672.0,0.0228,,0.2088
2023-03-25,20.41,322.4,0.4429,0.3514,0.07402,0.06368,16.89,7.075,5.905,91.5,125.2,5.712,11.085,0.0907,20.02,1.923,5.378,11.5903,4.894,0.0601,,1.2178,2.177,3.825,1.051e-05,,,71.3,667.0,0.0227,,0.2063
2023-03-26,20.94,328.6,0.4479,0.3557,0.07436,0.06412,17.12,7.261,6.042,93.32,124.7,5.786,11.326,0.0918,20.33,1.957,5.681,11.8537,4.985,0.0619,,1.2818,2.263,4.063,1.061e-05,,,72.9,669.0,0.02287,,0.2105
2023-03-27,19.91,310.6,0.479,0.3455,0.07287,0.06355,16.49,6.87,5.867,89.23,120.4,5.644,10.838,0.0925,19.67,1.845,5.344,11.131,4.756,0.0592,,1.1657,2.068,3.79,1.041e-05,,,69.8,677.0,0.022,,0.2
2023-03-28,20.45,313.2,0.5144,0.3681,0.07381,0.06418,16.71,6.947,6.056,89.13,120.9,5.808,11.212,0.0977,20.16,1.883,5.555,11.2683,4.831,0.0595,,1.2204,2.193,4.184,1.045e-05,,,70.6,674.0,0.02242,,0.2018
2023-03-29,21.1,313.7,0.5425,0.3811,0.07557,0.06433,17.31,7.382,6.183,91.31,123.3,5.945,11.43,0.1017,20.67,2.0,5.732,11.6318,5.147,0.0687,,1.2257,2.229,4.342,1.068e-05,,,72.9,692.0,0.02321,,0.2353
2023-03-30,20.55,316.4,0.5319,0.3761,0.07422,0.06481,17.23,7.233,6.122,89.06,121.1,5.897,11.149,0.1064,20.28,1.927,5.563,11.1596,5.019,0.0649,,1.3796,2.301,4.703,1.057e-05,,,71.3,676.0,0.02287,,0.2247
2023-03-31,21.16,316.9,0.5374,0.3989,0.07695,0.06553,17.7,7.588,6.343,89.57,123.9,6.062,11.188,0.1122,20.74,1.99,5.686,11.3838,5.191,0.0731,,1.3897,2.289,4.724,1.083e-05,,,74.2,686.0,0.02346,,0.226
2023-04-01,21.08,314.9,0.5095,0.3919,0.08181,0.06648,17.8,7.548,6.344,92.57,126.1,6.101,11.383,0.1082,21.24,1.987,5.761,11.2682,5.241,0.0705,,1.2931,2.278,5.185,1.118e-05,,,74.1,690.0,0.02355,,0.2231
2023-04-02,20.52,313.7,0.518,0.3815,0.07903,0.06518,17.25,7.255,6.263,92.77,123.0,5.948,11.12,0.1066,20.43,1.92,5.546,12.1596,5.065,0.073,,1.2016,2.202,5.157,1.078e-05,,,73.0,673.0,0.02329,,0.2139
2023-04-03,20.45,308.8,0.4959,0.3872,0.096,0.06574,17.11,7.245,6.419,92.97,127.8,5.93,11.147,0.1064,20.7,1.948,5.572,11.3385,4.93,0.0682,,1.153,2.166,5.875,1.123e-05,,,73.7,673.0,0.0231,,0.2143
2023-04-04,20.92,310.8,0.5026,0.3894,0.09512,0.06573,17.65,7.37,6.439,92.58,127.1,6.151,11.285,0.106,21.12,1.996,5.616,11.4669,4.993,0.0675,,1.2345,2.233,5.471,1.123e-05,,,76.4,681.0,0.02415,,0.2178
2023-04-05,20.97,313.9,0.5055,0.3923,0.09267,0.06616,18.0,7.321,6.406,92.64,127.2,6.232,11.523,0.1072,21.13,2.027,5.671,11.5456,5.017,0.067,,1.2425,2.282,5.525,1.123e-05,,,78.2,693.0,0.02438,,0.2229
2023-04-06,20.62,312.3,0.5028,0.3829,0.08541,0.06608,17.97,7.201,6.281,90.97,126.0,6.076,11.334,0.1058,20.7,1.989,5.601,11.463,4.89,0.0655,,1.2149,2.264,5.625,1.095e-05,,,80.6,719.0,0.02461,,0.218
2023-04-07,20.44,310.3,0.5126,0.3835,0.08222,0.06603,17.6,7.267,6.178,90.6,124.5,6.002,11.046,0.1065,20.48,2.018,5.789,11.1573,4.98,0.065,,1.197,2.267,5.571,1.093e-05,,,78.3,696.0,0.02415,,0.2189
2023-04-08,20.04,310.5,0.5048,0.3853,0.08134,0.06613,17.45,7.13,6.13,89.91,123.8,5.914,10.959,0.1044,20.35,1.97,5.766,11.0255,4.915,0.0647,,1.1618,2.237,5.411,1.086e-05,,,76.3,688.0,0.02398,,0.216
2023-04-09,20.28,312.8,0.5054,0.3894,0.08318,0.06662,17.54,7.203,6.211,90.58,125.6,5.913,11.028,0.1048,20.56,2.006,5.749,11.0699,5.015,0.0644,,1.1815,2.281,5.701,1.096e-05,,,76.2,706.0,0.02433,,0.2164
2023-04-10,20.89,318.5,0.5176,0.3971,0.08473,0.0673,17.94,7.343,6.291,93.78,128.0,6.012,11.18,0.1057,21.01,2.068,6.172,11.4536,5.181,0.0662,,1.2423,2.368,6.308,1.113e-05,,,78.5,726.0,0.02499,,0.221
2023-04-11,22.98,322.3,0.5167,0.4014,0.08408,0.06632,18.14,7.301,6.415,94.22,129.1,5.933,11.267,0.1051,21.48,2.052,6.109,11.7336,5.329,0.0653,,1.2164,2.293,6.631,1.104e-05,,,79.1,726.0,0.02492,,0.22
2023-04-12,23.8,319.9,0.5049,0.4047,0.08346,0.06514,18.26,7.23,6.403,92.06,128.7,5.946,11.318,0.1036,22.04,2.226,5.963,11.3542,5.397,0.064,,1.1934,2.282,6.58,1.096e-05,,,78.9,726.0,0.02445,,0.215
2023-04-13,24.43,324.7,0.5125,0.4251,0.08729,0.06523,18.84,7.458,6.634,94.17,131.1,6.205,11.807,0.1054,22.4,2.203,6.077,12.3686,5.472,0.0666,,1.369,2.431,6.727,1.11e-05,,,81.2,753.0,0.02533,,0.2212
2023-04-14,24.71,328.9,0.5227,0.4381,0.08866,0.06619,19.22,7.743,6.731,96.33,132.2,6.308,12.254,0.1069,22.41,2.221,6.223,12.6731,5.498,0.0674,,1.6985,2.655,8.089,1.124e-05,,,82.5,772.0,0.02586,,0.2273
2023-04-15,24.05,333.0,0.5192,0.4522,0.08888,0.06588,19.07,8.005,6.804,96.68,132.5,6.266,12.371,0.1064,22.08,2.316,6.296,12.5596,5.86,0.068,,1.6531,2.708,8.199,1.156e-05,,,82.4,778.0,0.0257,,0.2314
2023-04-16,25.34,347.7,0.5209,0.4513,0.09043,0.06655,20.17,8.14,6.824,100.01,134.4,6.314,12.662,0.1073,22.25,2.323,6.339,12.591,6.069,0.0691,,1.6957,2.691,9.309,1.157e-05,,,83.4,801.0,0.02618,,0.2345
2023-04-17,24.58,340.0,0.5109,0.4341,0.09137,0.06574,20.51,8.16,6.696,98.84,131.5,6.129,12.352,0.104,21.72,2.287,6.119,12.3071,6.244,0.0664,,1.6091,2.609,9.058,1.137e-05,,,81.1,780.0,0.02547,,0.221
2023-04-18,24.82,343.1,0.5324,0.4435,0.09411,0.06681,21.2,8.578,6.914,101.95,133.6,6.325,12.555,0.1057,21.87,2.346,6.261,12.7167,6.819,0.068,,1.6731,2.702,8.624,1.157e-05,,,82.0,789.0,0.02659,,0.2223
2023-04-19,22.66,322.4,0.4911,0.4163,0.08788,0.06563,18.98,7.752,6.309,90.47,124.9,5.831,11.702,0.0976,20.3,2.148,5.696,11.3108,6.119,0.0624,,1.4888,2.544,8.334,1.083e-05,,,74.0,722.0,0.02382,,0.1991
2023-04-20,22.2,318.1,0.4752,0.4007,0.08389,0.06542,18.3,7.512,6.111,90.22,123.2,5.785,11.393,0.0957,20.07,2.048,5.564,11.0353,5.882,0.0618,,1.442,2.439,7.906,1.059e-05,,,72.4,716.0,0.02313,,0.1905
2023-04-21,21.25,321.2,0.4491,0.3824,0.07842,0.06497,16.94,7.113,5.849,85.32,119.8,5.471,10.807,0.0929,19.32,1.927,5.258,10.1486,5.533,0.0596,,1.4719,2.277,7.279,1.029e-05,,,69.2,678.0,0.02217,,0.1853
2023-04-22,21.79,332.2,0.4719,0.3956,0.08028,0.0661,17.21,7.175,5.949,87.0,122.0,5.503,11.03,0.0955,20.19,1.946,5.329,10.3284,5.613,0.0611,,1.4652,2.308,7.609,1.046e-05,,,70.9,698.0,0.02271,,0.1898
2023-04-23,21.47,330.7,0.4647,0.3886,0.07878,0.06671,16.84,7.082,5.906,86.75,119.8,5.429,10.816,0.0945,19.71,1.911,5.269,10.216,5.417,0.0602,,1.3405,2.203,6.882,1.032e-05,,,70.4,690.0,0.02213,,0.1881
2023-04-24,21.38,331.2,0.4611,0.3835,0.07873,0.0661,16.92,7.068,5.885,88.31,119.2,5.36,10.903,0.0934,19.4,1.885,5.255,10.2221,5.372,0.0598,,1.3385,2.221,6.991,1.027e-05,,,69.9,681.0,0.02209,,0.1853
2023-04-25,21.93,338.4,0.4695,0.3945,0.07976,0.06584,17.63,7.274,5.999,91.03,120.2,5.451,11.05,0.0949,19.79,1.961,5.347,10.3677,5.491,0.0608,,1.3794,2.244,8.274,1.036e-05,,,71.3,692.0,0.02264,,0.1877
2023-04-26,21.28,330.6,0.4618,0.4014,0.07859,0.06507,17.18,7.004,5.852,88.13,117.6,5.357,10.937,0.0936,19.34,1.891,5.25,10.0213,5.315,0.0604,,1.384,2.168,8.352,1.017e-05,,,69.4,689.0,0.02203,,0.181
2023-04-27,22.33,330.9,0.4667,0.4101,0.08014,0.06576,17.72,7.17,5.97,89.73,117.0,5.554,11.519,0.0943,19.81,1.923,5.39,10.1768,5.742,0.0612,,1.4232,2.18,8.912,1.027e-05,,,71.4,703.0,0.02256,,0.184
2023-04-28,23.34,324.1,0.4796,0.4043,0.08033,0.06667,17.55,7.04,5.947,89.63,118.0,5.524,11.715,0.0947,19.75,1.916,5.509,10.1572,6.045,0.0606,,1.3799,2.138,8.41,1.024e-05,,,72.1,699.0,0.02241,,0.1836
2023-04-29,23.19,321.9,0.478,0.4024,0.08157,0.068,17.49,7.185,6.041,91.08,119.7,5.634,11.707,0.0958,19.81,1.936,5.571,10.7369,6.488,0.0607,,1.3675,2.189,8.082,1.03e-05,,,71.8,708.0,0.02272,,0.1836
2023-04-30,22.74,337.5,0.4705,0.3956,0.07951,0.06713,17.1,7.025,5.877,88.22,117.7,5.447,11.515,0.0944,19.4,1.929,5.416,10.3199,6.404,0.0635,,1.3683,2.167,7.762,1.007e-05,,,70.2,693.0,0.02218,,0.1801
2023-05-01,21.96,328.5,0.4649,0.3868,0.07882,0.06851,16.65,6.898,5.666,86.75,117.1,5.331,11.003,0.0926,19.21,1.838,5.301,9.9263,5.765,0.0593,,1.3187,2.081,7.852,9.96e-06,,,68.9,702.0,0.02149,,0.1774
2023-05-02,22.25,321.5,0.4645,0.3916,0.07876,0.06922,16.84,6.987,5.713,88.2,119.3,5.325,11.03,0.0935,19.25,1.835,5.282,9.9287,5.724,0.0588,,1.3486,2.163,7.854,1.001e-05,,,69.1,699.0,0.02118,,0.1788
2023-05-03,22.24,325.9,0.4632,0.394,0.07962,0.06927,17.21,7.129,5.778,88.88,120.0,5.389,11.102,0.0935,19.55,1.899,5.345,10.0214,5.939,0.0585,1.4016,1.3428,2.164,7.937,1.011e-05,,,71.7,699.0,0.02095,,0.181
2023-05-04,21.74,323.8,0.4608,0.3873,0.07838,0.0694,16.93,6.998,5.671,88.38,117.3,5.264,10.98,0.0935,19.31,1.841,5.265,9.6782,5.911,0.0574,1.3303,1.3183,2.026,7.386,9.89e-06,,,70.8,690.0,0.02074,,0.177
2023-05-05,22.82,326.5,0.4671,0.3942,0.08017,0.07092,17.38,7.226,5.847,88.61,120.0,5.545,11.214,0.0943,19.6,1.865,5.263,9.8353,5.943,0.0583,1.3064,1.3562,1.982,7.811,9.99e-06,,3.73e-06,73.5,726.0,0.02115,,0.1812
2023-05-06,21.91,321.9,0.4582,0.3787,0.07672,0.07025,16.58,6.92,5.633,83.26,117.0,5.287,10.841,0.0924,18.94,1.767,5.046,9.2118,5.591,0.0569,1.3297,1.2393,1.868,7.228,9.45e-06,,2.63e-06,69.8,690.0,0.02024,,0.1752
2023-05-07,21.66,321.0,0.449,0.376,0.07652,0.0692,16.41,6.911,5.632,83.42,116.1,5.262,10.974,0.0918,18.73,1.737,5.031,9.203,5.543,0.0564,1.2431,1.2194,1.887,7.294,9.34e-06,,2.79e-06,68.7,694.0,0.02009,,0.1732
2023-05-08,20.62,313.8,0.4283,0.3653,0.07239,0.0685,15.42,6.582,5.369,77.71,111.1,4.968,10.591,0.0894,18.27,1.643,4.535,8.3072,5.331,0.0545,1.1374,1.0945,1.719,6.663,8.92e-06,,1.94e-06,64.5,668.0,0.0193,,0.1641
2023-05-09,20.65,312.1,0.4289,0.3633,0.0731,0.06906,15.31,6.522,5.323,79.9,122.2,4.954,10.375,0.089,18.74,1.623,4.545,8.3489,5.28,0.054,1.1842,1.1029,1.708,6.282,9e-06,,2.01e-06,64.5,671.0,0.01941,,0.1649
2023-05-10,20.91,314.3,0.4303,0.3693,0.07312,0.06933,15.52,6.588,5.463,80.93,115.8,5.134,10.983,0.089,18.81,1.661,4.598,8.5997,5.288,0.0542,1.1787,1.1709,1.722,6.65,8.99e-06,,1.93e-06,64.7,660.0,0.01959,,0.1688
2023-05-11,20.17,307.5,0.4207,0.3598,0.07193,0.06771,14.95,6.36,5.278,80.88,113.2,5.066,11.026,0.0894,18.09,1.595,4.352,8.0617,5.005,0.0513,1.0736,1.0888,1.558,5.785,8.68e-06,,1.4e-06,62.3,623.0,0.01897,,0.1623
2023-05-12,20.9,308.5,0.4305,0.3705,0.07235,0.06908,15.19,6.623,5.342,80.45,114.7,5.194,11.152,0.089,18.21,1.648,4.437,8.2946,5.23,0.0522,1.1152,1.172,1.677,6.137,8.84e-06,,1.75e-06,63.2,637.0,0.01917,,0.1647
2023-05-13,20.84,310.7,0.424,0.3646,0.07167,0.06934,14.91,6.491,5.346,80.26,113.0,5.103,10.883,0.0883,18.1,1.66,4.384,8.2869,5.148,0.0513,1.0994,1.1701,1.638,6.02,8.72e-06,,1.87e-06,62.1,632.0,0.01913,,0.1622
2023-05-14,20.93,312.1,0.4253,0.3711,0.07196,0.06939,15.03,6.547,5.347,83.5,115.2,5.14,10.918,0.0887,18.12,1.656,4.45,8.4757,5.194,0.0517,1.1591,1.1705,1.634,6.084,8.79e-06,,1.78e-06,62.3,626.0,0.01922,,0.1629
2023-05-15,20.99,313.4,0.4273,0.3669,0.07191,0.07026,15.08,6.635,5.313,86.89,116.1,5.118,10.798,0.088,18.29,1.656,4.453,8.5865,5.234,0.0523,1.193,1.1883,1.638,6.391,8.79e-06,,1.73e-06,62.8,637.0,0.01945,,0.1669
2023-05-16,20.67,311.4,0.4425,0.3682,0.07275,0.07055,14.9,6.659,5.296,89.99,116.7,5.144,10.888,0.0879,18.29,1.656,4.427,8.5377,5.232,0.0523,1.1651,1.1802,1.652,6.151,8.77e-06,,1.67e-06,62.9,633.0,0.01944,,0.1693
2023-05-17,21.06,314.3,0.4484,0.3755,0.07483,0.07121,15.17,6.758,5.422,93.88,118.0,5.345,10.937,0.0888,18.55,1.699,4.546,8.7162,5.38,0.0533,1.2131,1.1984,1.801,6.608,8.77e-06,,1.57e-06,65.0,640.0,0.01996,,0.1722
2023-05-18,20.34,309.3,0.4596,0.3714,0.07344,0.07016,14.68,6.531,5.338,90.43,115.3,5.308,10.736,0.0888,18.34,1.656,4.459,8.5258,5.269,0.0523,1.1415,1.1558,1.737,6.636,8.7e-06,,1.59e-06,64.9,627.0,0.0195,,0.1651
2023-05-19,20.36,308.9,0.4675,0.3681,0.0735,0.07067,14.68,6.51,5.372,91.8,115.6,5.317,10.614,0.0892,18.3,1.666,4.495,8.436,5.313,0.0529,1.1304,1.1636,1.668,7.012,8.67e-06,,1.53e-06,65.3,628.0,0.01958,,0.1648
2023-05-20,20.28,310.6,0.4685,0.3662,0.07361,0.07257,14.63,6.503,5.409,92.42,116.6,5.29,10.61,0.0888,18.32,1.661,4.511,8.4523,5.223,0.0529,1.124,1.1634,1.692,7.217,8.72e-06,,1.72e-06,65.3,626.0,0.0194,,0.1645
2023-05-21,19.61,306.4,0.4575,0.3602,0.07212,0.07501,14.31,6.43,5.273,92.18,114.7,5.114,10.474,0.0881,17.93,1.609,4.376,8.1618,5.054,0.0523,1.073,1.1275,1.637,6.737,8.52e-06,,1.59e-06,63.9,624.0,0.01895,,0.1616
