,BTC,ETH,SOL,LDO,ENA,SQD,PENDLE,AAVE,TON,PUMP,VIRTUAL,SKY
2025-11-10,106011.13,3567.85,167.31,0.8825,0.3399,0.07507,2.919,228.41,2.14,0.004506,1.4656,0.05717
2025-11-11,103058.99,3417.76,154.63,0.8035,0.3094,0.07492,2.672,207.74,2.031,0.004101,1.3349,0.05236
2025-11-12,101654.37,3414.92,153.42,0.7934,0.3076,0.06755,2.583,205.16,2.01,0.003921,1.2568,0.05839
2025-11-13,99692.02,3231.54,144.73,0.7752,0.2913,0.06226,2.504,198.76,1.988,0.003628,1.2453,0.05505
2025-11-14,94594.0,3112.4,138.92,0.7518,0.2767,0.05615,2.111,173.93,1.819,0.003476,1.1749,0.05064
2025-11-15,95596.24,3167.88,139.61,0.7544,0.2756,0.06254,2.328,178.49,1.855,0.003591,1.1497,0.05141
2025-11-16,94261.44,3095.29,137.17,0.7311,0.2751,0.05897,2.432,172.9,1.823,0.003422,1.1072,0.05
2025-11-17,92215.14,3031.44,130.99,0.6799,0.2598,0.05503,2.274,169.18,1.759,0.00289,1.0602,0.04875
2025-11-18,92960.83,3123.66,140.69,0.7344,0.2777,0.05744,2.422,178.33,1.795,0.003121,1.1371,0.05149
2025-11-19,91554.96,3025.48,137.06,0.7135,0.269,0.05845,2.39,174.51,1.729,0.003201,1.1463,0.04967
2025-11-20,86637.23,2834.22,133.67,0.6702,0.2535,0.05155,2.286,164.63,1.565,0.002952,0.9967,0.04843
2025-11-21,85129.43,2765.85,128.68,0.6145,0.2374,0.04821,2.144,157.83,1.525,0.002741,0.9133,0.04407
2025-11-22,84739.74,2770.12,127.59,0.6249,0.2331,0.05262,2.161,161.2,1.534,0.00266,0.8778,0.04179
2025-11-23,86830.0,2802.16,130.58,0.6175,0.2368,0.04865,2.23,167.46,1.47,0.002526,0.8821,0.04329
2025-11-24,88300.01,2953.38,138.44,0.6636,0.2639,0.05099,2.423,178.49,1.549,0.002814,0.9362,0.0435
2025-11-25,87369.96,2959.36,138.96,0.6725,0.2835,0.05469,2.473,178.98,1.559,0.002784,0.9173,0.04292
2025-11-26,90484.02,3026.56,143.02,0.6674,0.2805,0.0584,2.754,185.83,1.608,0.002929,0.9776,0.0464
2025-11-27,91333.95,3015.23,140.85,0.6679,0.2859,0.07324,2.747,185.95,1.635,0.002919,1.0033,0.04933
2025-11-28,90890.7,3031.15,137.33,0.6632,0.282,0.05923,2.751,185.32,1.583,0.002922,0.9355,0.04975
2025-11-29,90802.44,2989.16,135.91,0.6491,0.2837,0.0627,2.671,182.07,1.578,0.002888,0.9342,0.05436
2025-11-30,90360.0,2991.26,133.48,0.6426,0.2589,0.06005,2.656,177.46,1.593,0.002946,0.9062,0.05518
2025-12-01,86286.01,2799.07,126.66,0.5747,0.243,0.05502,2.471,171.4,1.503,0.002789,0.8355,0.05173
2025-12-02,91277.88,2996.07,138.68,0.6161,0.2696,0.05473,2.642,189.86,1.58,0.003263,0.9189,0.05555
2025-12-03,93429.95,3188.36,144.67,0.6542,0.2971,0.05392,2.744,197.87,1.648,0.003167,0.9856,0.05582
2025-12-04,92078.06,3133.26,139.01,0.6291,0.2836,0.05039,2.617,190.54,1.592,0.00312,0.917,0.05598
2025-12-05,89330.04,3021.78,133.29,0.5708,0.2601,0.04954,2.42,183.45,1.572,0.002839,0.8444,0.05227
2025-12-06,89236.79,3038.06,132.19,0.5764,0.2622,0.04992,2.41,187.46,1.598,0.002984,0.8511,0.05273
2025-12-07,90395.31,3059.85,132.24,0.5724,0.2675,0.04757,2.365,187.53,1.616,0.002912,0.8304,0.0525
2025-12-08,90634.34,3124.16,133.25,0.5988,0.2725,0.04569,2.392,191.52,1.619,0.003053,0.8343,0.05396
2025-12-09,92678.8,3318.04,137.88,0.636,0.2795,0.04581,2.353,202.44,1.665,0.003068,0.8865,0.05464
2025-12-10,92015.37,3324.14,136.26,0.62,0.2595,0.05031,2.385,196.98,1.657,0.002871,0.8407,0.05583
2025-12-11,92513.38,3237.39,136.41,0.6008,0.2649,0.04538,2.296,202.45,1.645,0.002859,0.8418,0.055
2025-12-12,90268.42,3084.86,132.27,0.5897,0.2483,0.04397,2.209,191.34,1.61,0.002763,0.8003,0.05721
2025-12-13,90240.01,3114.64,133.14,0.5999,0.247,0.04563,2.18,197.55,1.618,0.002794,0.8084,0.05826
2025-12-14,88172.17,3063.5,129.4,0.5828,0.2344,0.04309,2.1,188.59,1.546,0.002645,0.7631,0.05938
2025-12-15,86432.08,2964.85,127.81,0.5482,0.2187,0.04207,2.026,192.95,1.495,0.00252,0.7228,0.05838
2025-12-16,87863.42,2962.3,129.15,0.5559,0.2183,0.04631,2.04,186.24,1.548,0.002343,0.723,0.05986
2025-12-17,86243.22,2833.49,123.27,0.5135,0.2043,0.04125,1.831,179.99,1.472,0.002091,0.6798,0.05691
2025-12-18,85516.41,2828.57,119.6,0.5058,0.1976,0.0399,1.764,173.55,1.437,0.00186,0.6427,0.05641
2025-12-19,88136.94,2979.5,126.27,0.5543,0.2091,0.04254,1.824,181.59,1.49,0.001991,0.7104,0.05995
2025-12-20,88360.9,2977.93,125.81,0.542,0.2125,0.04114,1.923,179.91,1.488,0.001967,0.7241,0.06321
2025-12-21,88658.86,3002.02,126.03,0.5351,0.2106,0.04051,1.887,165.15,1.459,0.001974,0.7087,0.06616
2025-12-22,88620.79,3009.49,125.93,0.5474,0.207,0.04196,1.825,150.6,1.468,0.001913,0.7103,0.0668
2025-12-23,87486.0,2965.02,124.01,0.5362,0.2001,0.05329,1.69,150.84,1.484,0.001732,0.701,0.06447
2025-12-24,87669.45,2947.47,122.53,0.5393,0.201,0.0693,1.749,148.76,1.494,0.001743,0.6984,0.06781
2025-12-25,87225.27,2903.95,120.06,0.5422,0.1995,0.064,1.713,149.13,1.5,0.001733,0.6709,0.06821
2025-12-26,87369.56,2927.99,122.26,0.5621,0.2102,0.05936,1.831,154.29,1.551,0.001806,0.6946,0.06234
2025-12-27,87877.01,2949.05,124.73,0.5769,0.2169,0.0737,1.899,157.12,1.623,0.001875,0.71,0.06208
2025-12-28,87952.71,2950.91,125.27,0.5899,0.2081,0.08468,1.886,153.64,1.653,0.001882,0.6981,0.06419
2025-12-29,87237.13,2937.9,123.28,0.5836,0.2106,0.10248,1.866,149.5,1.571,0.001809,0.6802,0.06164
2025-12-30,88485.49,2973.69,125.01,0.5891,0.2037,0.09939,1.854,149.52,1.625,0.001844,0.678,0.06051
2025-12-31,87648.22,2971.64,124.65,0.5764,0.1999,0.10003,1.883,146.02,1.659,0.001915,0.6458,0.0577
2026-01-01,88839.04,3004.19,126.9,0.6077,0.2176,0.08606,2.032,148.93,1.694,0.00211,0.699,0.06069
2026-01-02,89995.13,3125.45,132.29,0.6234,0.2374,0.08421,2.186,165.22,1.802,0.002273,0.7793,0.0632
2026-01-03,90628.01,3127.11,133.37,0.6161,0.2392,0.08274,2.217,163.14,1.85,0.002328,0.875,0.06206
2026-01-04,91529.73,3144.7,134.12,0.633,0.2507,0.07919,2.205,164.23,1.867,0.002355,0.9056,0.06234
2026-01-05,93859.71,3224.99,137.9,0.6602,0.2527,0.07616,2.34,170.91,1.895,0.002504,1.0924,0.06417
2026-01-06,93747.97,3296.84,141.08,0.6606,0.2569,0.07194,2.333,176.21,1.898,0.002651,1.1445,0.06412
2026-01-07,91364.16,3168.72,136.39,0.6389,0.238,0.07,2.178,167.85,1.872,0.002354,1.0478,0.06149
2026-01-08,91099.99,3106.65,138.37,0.6282,0.2332,0.06755,2.107,164.33,1.861,0.002184,1.063,0.05714
2026-01-09,90641.28,3088.4,135.97,0.6389,0.2327,0.07085,2.092,165.7,1.745,0.002351,1.0627,0.05573
2026-01-10,90504.7,3086.72,135.84,0.6315,0.2271,0.07633,2.066,164.94,1.74,0.002287,1.047,0.05882
2026-01-11,91013.65,3123.45,139.7,0.631,0.2285,0.07215,2.2,167.95,1.75,0.002398,1.0439,0.059
2026-01-12,91296.2,3095.75,139.22,0.6081,0.214,0.07234,2.115,165.0,1.729,0.002438,0.9857,0.05586
2026-01-13,95414.0,3325.82,145.51,0.6651,0.2406,0.07226,2.255,177.74,1.8,0.002665,1.0521,0.05921
2026-01-14,96951.78,3354.92,146.69,0.6486,0.2375,0.07359,2.245,178.46,1.761,0.002818,1.0225,0.05981
2026-01-15,95604.8,3318.69,142.4,0.6181,0.2243,0.07421,2.12,171.75,1.689,0.002718,1.0028,0.05995
2026-01-16,95550.94,3296.28,144.89,0.6081,0.2214,0.07712,2.125,175.35,1.721,0.002953,0.991,0.06466
2026-01-17,95147.77,3310.56,143.72,0.6077,0.219,0.07525,2.106,173.84,1.737,0.002802,0.9472,0.06417
2026-01-18,93673.14,3284.03,137.87,0.5791,0.2044,0.07336,1.976,168.84,1.666,0.002594,0.8705,0.06378
2026-01-19,92631.0,3189.55,133.44,0.5582,0.1948,0.07528,1.954,163.96,1.587,0.002641,0.8724,0.06445
2026-01-20,88427.66,2939.88,125.8,0.5207,0.1794,0.06821,1.937,153.29,1.517,0.0024,0.7998,0.06327
2026-01-21,89454.73,2982.27,129.54,0.5285,0.179,0.07017,2.06,159.46,1.561,0.002647,0.8398,0.06437
2026-01-22,89559.67,2952.69,128.47,0.5232,0.1753,0.06669,2.172,157.28,1.541,0.002468,0.8393,0.0672
2026-01-23,89600.26,2956.41,127.43,0.5244,0.1753,0.06715,2.021,157.08,1.533,0.002397,0.8298,0.06664
2026-01-24,89225.34,2953.22,127.21,0.5201,0.1741,0.06895,2.01,156.22,1.537,0.002736,0.8231,0.06665
2026-01-25,86670.36,2816.89,118.85,0.4957,0.163,0.06912,1.847,147.96,1.506,0.002467,0.7667,0.06397
2026-01-26,88347.08,2930.35,124.24,0.516,0.169,0.07022,1.933,154.21,1.525,0.00271,0.8027,0.06488
2026-01-27,89250.0,3026.77,127.19,0.5255,0.1747,0.06721,1.912,159.01,1.521,0.003174,0.8296,0.06376
2026-01-28,89299.99,3010.78,125.35,0.5237,0.1728,0.06716,2.014,160.2,1.537,0.003064,0.8568,0.06753
2026-01-29,84650.16,2822.59,117.82,0.4801,0.1573,0.06328,1.924,147.26,1.456,0.002826,0.7417,0.06506
2026-01-30,84260.49,2707.38,117.59,0.4708,0.1539,0.06557,1.756,138.01,1.458,0.002817,0.7442,0.06419
2026-01-31,78741.09,2451.95,105.58,0.4233,0.1387,0.06348,1.599,129.05,1.352,0.002691,0.6502,0.06099
2026-02-01,76968.21,2270.15,100.79,0.408,0.1365,0.06316,1.56,124.23,1.337,0.002557,0.6111,0.0613
2026-02-02,78738.61,2347.02,104.55,0.4224,0.1401,0.06381,1.567,128.38,1.365,0.002405,0.6421,0.06292
2026-02-03,75770.21,2233.72,97.89,0.4107,0.1373,0.05895,1.516,125.29,1.399,0.002409,0.6364,0.06166
2026-02-04,73165.83,2148.26,92.12,0.4032,0.1338,0.05415,1.457,123.75,1.391,0.002268,0.6338,0.06126
2026-02-05,62909.86,1826.83,78.35,0.3226,0.1141,0.04415,1.139,100.97,1.26,0.001932,0.5185,0.05574
2026-02-06,70580.26,2063.38,87.46,0.363,0.1272,0.04556,1.239,114.02,1.397,0.002114,0.5958,0.06364
2026-02-07,69289.38,2087.08,87.59,0.3633,0.1264,0.04433,1.215,113.97,1.423,0.002097,0.5908,0.06478
2026-02-08,70330.38,2089.74,86.99,0.3525,0.1202,0.04423,1.166,112.52,1.4,0.002089,0.5774,0.06757
2026-02-09,70138.0,2105.02,86.77,0.3539,0.1204,0.04496,1.132,112.7,1.359,0.002003,0.5696,0.06959
2026-02-10,68841.29,2022.67,82.99,0.3398,0.1145,0.04367,1.134,109.44,1.338,0.001913,0.5615,0.06897
2026-02-11,67082.52,1941.18,79.3,0.3295,0.1115,0.04376,1.101,107.54,1.315,0.001844,0.5379,0.06585
2026-02-12,66272.17,1947.85,78.4,0.3379,0.1192,0.04498,1.143,114.98,1.391,0.001922,0.5823,0.06688
2026-02-13,68853.96,2048.72,84.33,0.3503,0.1209,0.04556,1.183,118.88,1.455,0.002085,0.5993,0.069
2026-02-14,69822.95,2086.59,88.06,0.3611,0.1285,0.04415,1.295,128.27,1.499,0.002335,0.6838,0.07046
2026-02-15,68832.58,1966.58,86.16,0.3393,0.1216,0.04071,1.254,125.81,1.471,0.002204,0.6323,0.06665
2026-02-16,68892.43,1998.33,86.45,0.3463,0.1231,0.04101,1.25,127.04,1.449,0.002218,0.6555,0.067
2026-02-17,67503.52,1991.66,85.08,0.3404,0.1205,0.03943,1.218,126.59,1.426,0.002203,0.645,0.06288
2026-02-18,66461.0,1955.91,81.61,0.3295,0.115,0.0391,1.194,122.98,1.414,0.002014,0.6096,0.06606
2026-02-19,67003.73,1949.08,82.5,0.3231,0.1109,0.04064,1.192,124.84,1.366,0.00207,0.6307,0.06406
2026-02-20,68020.01,1968.88,84.67,0.3301,0.1113,0.04061,1.22,115.94,1.331,0.002108,0.6528,0.06457
2026-02-21,67975.93,1973.35,85.17,0.3276,0.108,0.04112,1.221,121.49,1.343,0.002119,0.6446,0.06427
2026-02-22,67643.4,1957.82,82.79,0.308,0.1,0.03962,1.201,117.95,1.344,0.002022,0.6235,0.06422
2026-02-23,64656.02,1856.3,77.9,0.2988,0.0985,0.03773,1.187,114.62,1.343,0.001793,0.5882,0.06295
2026-02-24,64058.15,1851.94,78.99,0.2995,0.0979,0.03904,1.191,114.39,1.292,0.001693,0.6061,0.06604
2026-02-25,67988.04,2057.48,88.06,0.3284,0.1094,0.03954,1.284,119.15,1.283,0.00188,0.6935,0.06881
2026-02-26,67485.18,2027.68,85.91,0.3125,0.1052,0.03824,1.302,114.55,1.295,0.001804,0.6722,0.06911
2026-02-27,65872.1,1929.84,81.85,0.3008,0.1028,0.03752,1.254,112.99,1.299,0.001793,0.6843,0.06726
2026-02-28,66973.26,1964.51,84.35,0.3065,0.1041,0.03662,1.29,111.94,1.282,0.001923,0.7076,0.06831
2026-03-01,65776.47,1939.71,83.6,0.3,0.1035,0.03341,1.259,113.68,1.201,0.001923,0.6855,0.06682
2026-03-02,68830.06,2027.35,86.64,0.3068,0.1139,0.03353,1.318,122.21,1.228,0.001975,0.7655,0.07091
2026-03-03,68338.0,1982.8,86.97,0.3035,0.1112,0.03333,1.265,111.16,1.252,0.001919,0.7419,0.07129
2026-03-04,72666.77,2127.28,90.85,0.3175,0.1174,0.03649,1.303,115.86,1.304,0.00205,0.7518,0.076
2026-03-05,70890.72,2072.86,88.77,0.3123,0.1151,0.03416,1.277,116.82,1.347,0.002025,0.7178,0.0762
2026-03-06,68114.02,1978.68,84.7,0.2973,0.1048,0.03371,1.214,110.98,1.341,0.001857,0.6911,0.0708
2026-03-07,67262.91,1969.59,83.22,0.2835,0.1009,0.03564,1.203,108.79,1.322,0.001885,0.6672,0.07182
2026-03-08,65971.2,1937.1,81.59,0.28,0.0988,0.04159,1.179,105.53,1.312,0.001917,0.6279,0.0723
2026-03-09,68432.16,1992.98,84.96,0.2834,0.101,0.0404,1.217,106.71,1.329,0.001954,0.6597,0.07542
2026-03-10,69948.63,2036.51,85.88,0.2936,0.103,0.03866,1.28,111.73,1.317,0.002007,0.7031,0.07806
2026-03-11,70191.86,2051.97,86.58,0.2976,0.1048,0.03815,1.291,110.3,1.335,0.002021,0.6977,0.07948
2026-03-12,70541.34,2073.52,86.84,0.2994,0.1064,0.03687,1.26,111.66,1.308,0.002098,0.7181,0.08135
2026-03-13,70930.0,2092.22,88.18,0.2987,0.1087,0.03846,1.275,112.28,1.312,0.001978,0.7206,0.07885
2026-03-14,71211.95,2096.16,88.03,0.301,0.108,0.03879,1.267,111.17,1.3,0.00199,0.7229,0.07273
2026-03-15,72815.24,2178.3,92.3,0.309,0.1104,0.03723,1.292,116.36,1.306,0.001947,0.7547,0.07358
2026-03-16,74884.67,2352.97,96.2,0.3276,0.1196,0.03811,1.378,122.33,1.332,0.002155,0.8009,0.07561
2026-03-17,73909.36,2317.39,94.62,0.3204,0.1167,0.03753,1.344,119.67,1.342,0.00209,0.7824,0.07387
2026-03-18,71246.54,2203.39,90.08,0.3037,0.1083,0.03578,1.263,115.31,1.299,0.001971,0.7391,0.07219
2026-03-19,69930.0,2137.81,88.89,0.2978,0.103,0.03465,1.245,111.63,1.223,0.001844,0.707,0.07133
2026-03-20,70510.73,2146.22,89.84,0.2986,0.102,0.03452,1.267,111.26,1.258,0.001869,0.7053,0.07396
2026-03-21,68918.12,2084.87,87.56,0.2885,0.0991,0.03312,1.212,108.37,1.251,0.001824,0.6716,0.07536
2026-03-22,67859.0,2053.89,86.2,0.2824,0.0955,0.03308,1.164,106.32,1.25,0.001764,0.6581,0.07076
2026-03-23,70906.45,2152.03,91.43,0.2941,0.0937,0.03335,1.24,110.3,1.318,0.001813,0.6831,0.07345
2026-03-24,70556.74,2156.23,90.8,0.2948,0.0953,0.03381,1.243,112.31,1.321,0.001828,0.7266,0.0715
2026-03-25,71336.53,2169.02,91.7,0.3008,0.1043,0.03372,1.289,112.59,1.329,0.001905,0.7242,0.07311
2026-03-26,68820.31,2060.43,86.53,0.2874,0.0967,0.03267,1.202,105.22,1.262,0.001785,0.6841,0.07069
2026-03-27,66407.28,1992.75,83.11,0.2994,0.0891,0.03103,1.168,98.71,1.218,0.001711,0.6533,0.06974
2026-03-28,66377.03,1994.74,82.09,0.306,0.0906,0.03264,1.144,96.83,1.238,0.001707,0.6565,0.07027
2026-03-29,66010.93,1984.64,81.44,0.3013,0.0898,0.03256,1.111,95.43,1.219,0.001669,0.6457,0.0714
2026-03-30,66797.37,2026.48,82.54,0.3181,0.0912,0.03232,1.117,96.86,1.226,0.001658,0.643,0.07348
2026-03-31,68284.48,2105.43,83.2,0.3296,0.091,0.03236,1.115,98.2,1.22,0.001676,0.6564,0.0744
2026-04-01,68113.92,2140.35,81.18,0.3346,0.0902,0.03229,1.135,98.1,1.237,0.001685,0.6612,0.07686
2026-04-02,66901.99,2057.17,78.94,0.3142,0.0812,0.02929,1.084,94.35,1.232,0.001633,0.635,0.0749
2026-04-03,66964.3,2053.83,80.4,0.3136,0.0797,0.02884,1.067,94.81,1.24,0.001652,0.6355,0.07453
2026-04-04,67300.42,2065.52,80.83,0.3152,0.0801,0.02836,1.057,94.48,1.238,0.001672,0.6361,0.07409
2026-04-05,69034.18,2110.17,81.89,0.3168,0.0806,0.02957,1.017,94.14,1.251,0.001694,0.6398,0.07413
2026-04-06,68853.66,2107.16,80.03,0.309,0.0817,0.03302,1.014,93.0,1.236,0.001678,0.6296,0.07734
2026-04-07,71924.22,2240.01,85.56,0.3355,0.0908,0.03436,1.079,95.79,1.247,0.001866,0.6855,0.07831
2026-04-08,71069.93,2190.0,82.57,0.3175,0.0881,0.0334,1.021,91.96,1.235,0.001757,0.6572,0.07632
2026-04-09,71787.97,2190.2,83.33,0.318,0.0905,0.03258,1.064,90.58,1.247,0.001801,0.6659,0.07809
2026-04-10,72962.7,2245.05,84.83,0.3336,0.0946,0.03341,1.085,93.62,1.307,0.001859,0.6792,0.07828
2026-04-11,73043.16,2284.99,84.93,0.3343,0.096,0.03279,1.127,94.52,1.454,0.001909,0.6893,0.07667
2026-04-12,70740.98,2191.65,81.53,0.3135,0.0912,0.03159,1.038,89.84,1.45,0.001785,0.6431,0.07304
2026-04-13,74417.99,2369.46,86.51,0.3519,0.101,0.0325,1.106,103.26,1.436,0.001923,0.6994,0.07583
2026-04-14,74131.55,2322.44,83.72,0.3501,0.0963,0.03088,1.055,99.99,1.394,0.001826,0.6699,0.07444
2026-04-15,74809.99,2359.95,84.9,0.3771,0.0994,0.03185,1.096,105.53,1.406,0.001911,0.6904,0.07513
2026-04-16,75154.29,2348.17,89.05,0.4368,0.1136,0.03348,1.277,115.46,1.434,0.00201,0.7372,0.07688
2026-04-17,77072.0,2419.0,88.76,0.4241,0.125,0.03377,1.431,114.86,1.416,0.001997,0.7464,0.07835
2026-04-18,75691.76,2350.32,86.16,0.3879,0.1199,0.03731,1.358,101.15,1.313,0.001876,0.7033,0.07629
2026-04-19,73801.79,2263.27,83.47,0.3586,0.1125,0.03235,1.237,90.28,1.288,0.001773,0.6699,0.07545
2026-04-20,75840.97,2313.85,85.28,0.3675,0.1121,0.03172,1.327,90.65,1.348,0.00182,0.6888,0.07849
2026-04-21,76336.15,2327.14,86.03,0.381,0.112,0.03166,1.339,91.88,1.363,0.001845,0.6818,0.07985
2026-04-22,78178.23,2374.07,86.87,0.3782,0.1064,0.0325,1.321,93.96,1.362,0.00184,0.6915,0.08303
2026-04-23,78257.48,2330.26,86.12,0.3882,0.1099,0.03205,1.31,94.32,1.332,0.001797,0.7022,0.08545
2026-04-24,77437.13,2314.99,86.18,0.3803,0.1087,0.03182,1.29,94.31,1.336,0.001778,0.7018,0.08462
2026-04-25,77625.0,2319.5,86.18,0.3746,0.1074,0.0316,1.284,94.13,1.317,0.00175,0.6993,0.08492
2026-04-26,78657.55,2369.44,86.93,0.4474,0.1094,0.03148,1.337,96.53,1.316,0.00176,0.7122,0.08821
2026-04-27,77371.32,2303.67,84.82,0.4091,0.107,0.03146,1.32,97.63,1.307,0.001777,0.699,0.08948
2026-04-28,76342.77,2289.42,84.06,0.3872,0.1062,0.03085,1.343,96.48,1.303,0.001901,0.6905,0.08608
2026-04-29,75780.0,2252.9,83.04,0.3732,0.104,0.03041,1.318,93.31,1.321,0.001744,0.6886,0.08157
2026-04-30,76346.57,2257.51,83.09,0.3656,0.1027,0.03006,1.427,92.87,1.336,0.001778,0.6869,0.07959
2026-05-01,78231.13,2295.63,83.76,0.3713,0.1021,0.03259,1.574,92.05,1.321,0.001816,0.6995,0.0808
2026-05-02,78686.85,2316.97,84.26,0.3734,0.1025,0.03242,1.6,93.33,1.343,0.001818,0.7502,0.0808
2026-05-03,78568.57,2322.65,83.91,0.3652,0.1005,0.03254,1.588,92.43,1.353,0.001801,0.7525,0.07986
2026-05-04,79861.01,2347.16,84.1,0.3719,0.1003,0.03351,1.888,92.26,1.653,0.001824,0.7363,0.08046
2026-05-05,80905.52,2360.77,86.29,0.3732,0.1096,0.03412,1.969,93.47,1.952,0.001855,0.8039,0.07949
2026-05-06,81447.01,2350.84,89.16,0.3906,0.1208,0.03541,1.948,94.34,2.453,0.001949,0.8705,0.08014
2026-05-07,80006.0,2291.06,88.42,0.3851,0.1196,0.03614,1.872,92.42,2.714,0.002014,0.9087,0.0801
2026-05-08,80193.17,2307.06,92.01,0.407,0.1317,0.03637,2.073,95.85,2.517,0.002159,0.9308,0.08197
2026-05-09,80678.4,2326.44,93.13,0.3988,0.13,0.03786,2.011,95.76,2.434,0.002141,0.9329,0.07962
2026-05-10,82210.07,2371.27,96.47,0.4137,0.1322,0.03994,1.977,102.15,2.483,0.002193,0.9071,0.07891
2026-05-11,81745.65,2339.87,97.37,0.4091,0.1288,0.0439,2.146,101.2,2.429,0.002099,0.8625,0.07564
2026-05-12,80504.47,2274.96,94.28,0.3946,0.1217,0.04057,2.032,96.65,2.29,0.001967,0.8125,0.07505
2026-05-13,79313.61,2258.65,91.17,0.3881,0.1167,0.03612,1.953,96.44,2.101,0.001864,0.7782,0.07237
2026-05-14,81089.99,2283.25,92.15,0.3889,0.1208,0.0412,2.022,98.37,2.129,0.001887,0.7822,0.07268
2026-05-15,79113.21,2224.66,89.24,0.3637,0.111,0.0398,1.977,92.89,1.953,0.001796,0.7492,0.07114
2026-05-16,78148.05,2180.77,86.54,0.354,0.107,0.04134,1.833,90.04,1.908,0.001739,0.7217,0.07019
2026-05-17,77457.67,2131.0,85.24,0.349,0.1045,0.0401,1.837,89.19,1.916,0.001708,0.7023,0.06932
2026-05-18,77001.87,2130.08,85.38,0.3554,0.1056,0.04015,1.839,89.46,1.999,0.001712,0.7236,0.0697
2026-05-19,76834.36,2111.93,84.29,0.3516,0.1029,0.03721,1.72,87.43,1.982,0.001677,0.7054,0.06906
2026-05-20,77552.23,2129.44,86.17,0.3586,0.1058,0.04099,1.846,88.06,2.047,0.001745,0.7274,0.07026
2026-05-21,77615.52,2133.76,87.36,0.3579,0.1069,0.04211,1.903,88.16,2.071,0.001816,0.7528,0.07062
2026-05-22,75539.5,2065.85,84.4,0.3408,0.1,0.03866,1.833,86.17,1.836,0.001706,0.7162,0.07026
2026-05-23,76752.01,2117.68,85.75,0.3508,0.1021,0.03826,1.892,86.69,1.822,0.001778,0.7677,0.0702
2026-05-24,77064.96,2099.85,85.27,0.3418,0.0987,0.03705,1.822,85.59,1.765,0.001738,0.7402,0.06993
2026-05-25,77322.01,2113.01,85.06,0.3464,0.1002,0.03922,1.922,86.38,1.939,0.001789,0.7762,0.06988
2026-05-26,75930.01,2073.77,83.72,0.3419,0.0969,0.03877,1.794,85.8,1.946,0.001799,0.7963,0.06932
2026-05-27,74449.3,2024.84,82.44,0.3318,0.0933,0.04014,1.576,83.26,1.843,0.001794,0.7449,0.06595
2026-05-28,73617.51,2009.9,82.11,0.3254,0.0883,0.03615,1.457,80.82,1.773,0.001706,0.7152,0.0653
2026-05-29,73460.78,2014.54,82.04,0.3193,0.0868,0.03402,1.382,82.49,1.75,0.001726,0.7123,0.06575
2026-05-30,73884.38,2022.44,82.73,0.3243,0.0883,0.03454,1.341,82.81,1.818,0.001783,0.7206,0.06423
2026-05-31,73674.39,2007.01,82.44,0.3279,0.0881,0.03398,1.371,82.16,1.895,0.001799,0.7217,0.06815
2026-06-01,71408.9,2006.73,81.28,0.3331,0.0887,0.03588,1.423,80.3,2.094,0.001834,0.7444,0.06733
2026-06-02,66760.83,1859.84,74.23,0.3024,0.0944,0.0336,1.313,73.67,1.972,0.001637,0.7023,0.06672
2026-06-03,64142.75,1813.05,71.61,0.297,0.112,0.03793,1.345,74.37,1.905,0.001765,0.7278,0.06787
2026-06-04,63885.99,1770.77,68.88,0.2768,0.0945,0.03309,1.321,71.35,1.66,0.001652,0.6384,0.06408
2026-06-05,61056.47,1583.4,63.64,0.2584,0.0946,0.0298,1.228,62.27,1.518,0.001421,0.5589,0.05864
2026-06-06,60884.62,1569.69,62.2,0.2569,0.0896,0.02935,1.22,60.96,1.647,0.001427,0.5451,0.05528
2026-06-07,63332.01,1690.51,66.5,0.272,0.0898,0.03325,1.27,63.72,1.7,0.001528,0.5805,0.05781
2026-06-08,63085.99,1690.49,66.82,0.2663,0.0854,0.03206,1.273,63.47,1.726,0.001626,0.5829,0.05824
2026-06-09,61730.0,1639.52,64.96,0.2604,0.0803,0.0314,1.249,62.1,1.701,0.001519,0.5699,0.05531
2026-06-10,61510.99,1621.59,63.19,0.2555,0.072,0.03595,1.174,61.29,1.595,0.001372,0.5424,0.05482
2026-06-11,63625.99,1673.46,66.93,0.2669,0.0799,0.03462,1.246,64.34,1.701,0.001455,0.5865,0.05693
2026-06-12,63580.01,1666.41,66.82,0.2614,0.0783,0.04219,1.253,64.23,1.681,0.001511,0.6055,0.05632
2026-06-13,64458.01,1681.18,68.94,0.2633,0.084,0.04102,1.32,67.15,1.726,0.00154,0.6432,0.05595
2026-06-14,65746.45,1725.62,71.28,0.269,0.0841,0.04113,1.386,68.36,1.754,0.001577,0.642,0.0576
2026-06-15,66328.74,1796.13,73.98,0.2739,0.0855,0.04159,1.354,73.75,1.719,0.001557,0.6349,0.05735
2026-06-16,65675.01,1792.99,73.52,0.2775,0.0861,0.05083,1.399,75.93,1.651,0.001509,0.6265,0.05732
2026-06-17,64509.4,1750.6,72.05,0.2774,0.0951,0.04614,1.459,73.91,1.667,0.001476,0.6066,0.057
2026-06-18,62958.01,1711.11,69.71,0.2778,0.0957,0.04587,1.406,74.88,1.664,0.001455,0.6006,0.05798
2026-06-19,62602.0,1692.93,68.5,0.2754,0.0878,0.04519,1.353,72.48,1.632,0.001396,0.5928,0.05858
