,BTC,ETH,SOL,LDO,ENA,SQD,PENDLE,AAVE,TON,PUMP,VIRTUAL,SKY
2024-05-22,69166.62,3737.73,176.95,2.094,0.853,0.13674,6.016,94.43,,,,
2024-05-23,67969.65,3783.61,176.16,2.139,0.866,0.12787,6.212,97.91,,,,
2024-05-24,68549.99,3728.28,167.7,2.368,0.851,0.13692,6.697,99.43,,,,
2024-05-25,69290.57,3749.26,168.35,2.428,0.912,0.14027,6.712,105.19,,,,
2024-05-26,68507.67,3826.47,163.41,2.567,0.921,0.13023,6.762,109.59,,,,
2024-05-27,69436.43,3894.22,170.15,2.487,0.921,0.14748,6.88,108.63,,,,
2024-05-28,68398.39,3844.69,168.68,2.355,0.894,0.14258,6.557,106.37,,,,
2024-05-29,67652.42,3767.43,168.32,2.316,0.837,0.14263,6.232,103.79,,,,
2024-05-30,68352.17,3747.91,166.88,2.387,0.871,0.1696,6.257,102.86,,,,
2024-05-31,67540.01,3762.29,165.65,2.528,0.878,0.14855,6.175,103.81,,,,
2024-06-01,67766.85,3815.82,166.14,2.438,0.91,0.15448,6.093,104.07,,,,
2024-06-02,67765.63,3780.91,163.15,2.349,0.92,0.14633,5.85,103.11,,,,
2024-06-03,68809.9,3767.06,164.89,2.303,1.027,0.1457,6.054,101.07,,,,
2024-06-04,70537.84,3810.23,171.78,2.325,0.978,0.14052,6.125,103.02,,,,
2024-06-05,71108.0,3865.99,173.54,2.266,0.979,0.13582,6.168,104.37,,,,
2024-06-06,70799.06,3813.46,170.15,2.193,0.952,0.13842,5.941,102.43,,,,
2024-06-07,69355.6,3678.32,162.5,2.03,0.885,0.15215,5.504,97.44,,,,
2024-06-08,69310.46,3681.57,157.83,1.931,0.831,0.16261,5.414,92.85,,,,
2024-06-09,69648.14,3706.4,162.12,1.881,0.831,0.16584,5.358,93.45,,,,
2024-06-10,69540.0,3667.85,159.05,1.869,0.771,0.15451,5.224,90.81,,,,
2024-06-11,67314.24,3497.33,149.31,1.831,0.71,0.11956,4.93,87.77,,,,
2024-06-12,68263.99,3560.12,155.22,2.002,0.731,0.12226,5.489,89.98,,,,
2024-06-13,66773.01,3469.4,147.29,1.862,0.697,0.10997,4.961,83.74,,,,
2024-06-14,66043.99,3481.8,143.05,1.982,0.71,0.10742,4.921,83.65,,,,
2024-06-15,66228.25,3568.74,145.52,2.073,0.748,0.11199,5.345,85.89,,,,
2024-06-16,66676.87,3624.41,151.3,2.15,0.767,0.10774,5.727,85.8,,,,
2024-06-17,66504.33,3511.46,143.27,1.987,0.676,0.08471,5.225,84.94,,,,
2024-06-18,65175.32,3483.42,137.41,2.188,0.627,0.07794,5.342,82.05,,,,
2024-06-19,64974.37,3560.51,135.62,2.332,0.635,0.09707,5.827,87.31,,,,
2024-06-20,64869.99,3513.08,133.55,2.317,0.613,0.09804,5.867,84.85,,,,
2024-06-21,64143.56,3518.5,134.6,2.265,0.6,0.0986,6.08,82.0,,,,
2024-06-22,64262.01,3495.75,133.69,2.154,0.602,0.08853,6.008,81.66,,,,
2024-06-23,63210.01,3420.91,128.69,2.071,0.568,0.08968,5.67,80.75,,,,
2024-06-24,60293.3,3352.73,132.33,2.384,0.558,0.09055,6.026,86.28,,,,
2024-06-25,61806.01,3394.91,136.58,2.334,0.573,0.09581,5.654,92.09,,,,
2024-06-26,60864.99,3371.44,136.81,2.431,0.559,0.08943,5.39,94.46,,,,
2024-06-27,61706.47,3450.44,149.71,2.346,0.56,0.08993,5.275,93.46,,,,
2024-06-28,60427.84,3380.15,140.03,1.874,0.513,0.11179,4.938,93.64,,,,
2024-06-29,60986.68,3378.8,140.28,1.922,0.489,0.09873,4.969,96.59,,,,
2024-06-30,62772.01,3438.16,146.61,1.974,0.533,0.15159,5.064,97.43,,,,
2024-07-01,62899.99,3442.2,146.67,2.005,0.505,0.12742,4.985,98.34,,,,
2024-07-02,62135.47,3421.35,154.03,1.909,0.514,0.12091,4.094,91.51,,,,
2024-07-03,60208.58,3295.48,140.84,1.725,0.461,0.13152,4.135,84.27,,,,
2024-07-04,57050.01,3059.7,127.86,1.617,0.406,0.10985,3.873,79.53,,,,
2024-07-05,56628.79,2981.78,134.32,1.58,0.379,0.11077,3.531,79.92,,,,
2024-07-06,58230.13,3066.83,143.05,1.635,0.413,0.11436,4.006,83.16,,,,
2024-07-07,55857.81,2931.0,131.64,1.565,0.377,0.11094,3.596,78.2,,,,
2024-07-08,56714.62,3019.01,139.81,1.566,0.404,0.1118,3.339,82.04,,,,
2024-07-09,58050.0,3066.65,141.42,1.59,0.423,0.1157,3.476,85.29,,,,
2024-07-10,57725.85,3101.05,141.98,1.684,0.415,0.11503,3.628,91.09,,,,
2024-07-11,57339.89,3099.57,135.73,1.582,0.394,0.11538,3.595,92.77,,,,
2024-07-12,57889.1,3133.88,139.46,1.707,0.396,0.11067,3.829,97.49,,,,
2024-07-13,59204.02,3175.93,141.9,1.66,0.4,0.10997,3.785,99.26,,,,
2024-07-14,60797.91,3245.08,147.66,1.75,0.399,0.11668,4.221,104.4,,,,
2024-07-15,64724.14,3483.39,159.38,1.811,0.481,0.12185,4.602,104.06,,,,
2024-07-16,65043.99,3444.13,160.62,1.828,0.464,0.1259,4.567,100.62,,,,
2024-07-17,64087.99,3387.05,155.5,1.935,0.457,0.12218,4.532,98.08,,,,
2024-07-18,63987.92,3426.5,159.22,1.916,0.49,0.11947,4.615,98.57,,,,
2024-07-19,66660.0,3503.53,169.13,1.959,0.487,0.112,4.606,100.77,,,,
2024-07-20,67139.96,3517.5,173.6,1.929,0.502,0.10544,4.568,99.0,,,,
2024-07-21,68165.34,3535.92,184.49,1.941,0.491,0.10115,4.48,98.34,,,,
2024-07-22,67532.01,3439.6,178.9,1.784,0.434,0.09718,4.098,94.09,,,,
2024-07-23,65936.01,3482.51,173.03,1.755,0.457,0.0976,4.15,94.45,,,,
2024-07-24,65376.0,3335.81,178.06,1.627,0.454,0.09112,3.768,89.94,,,,
2024-07-25,65799.95,3175.48,171.85,1.522,0.428,0.08543,3.697,92.78,,,,
2024-07-26,67907.99,3274.61,183.06,1.573,0.464,0.08163,3.917,97.74,,,,
2024-07-27,67896.5,3249.01,183.92,1.632,0.468,0.0774,3.971,101.14,,,,
2024-07-28,68249.88,3270.16,184.9,1.575,0.448,0.07939,3.802,98.69,,,,
2024-07-29,66784.69,3317.66,182.57,1.604,0.439,0.08029,3.924,104.96,,,,
2024-07-30,66188.0,3279.21,179.16,1.585,0.411,0.08378,3.688,105.21,,,,
2024-07-31,64628.0,3232.74,171.71,1.611,0.399,0.07508,3.457,107.52,,,,
2024-08-01,65354.02,3203.4,167.37,1.56,0.396,0.07314,3.405,116.82,,,,
2024-08-02,61498.33,2989.61,152.77,1.451,0.352,0.06683,2.978,110.33,,,,
2024-08-03,60697.99,2903.64,142.52,1.298,0.313,0.06831,2.697,105.57,,,,
2024-08-04,58161.0,2688.92,138.33,1.218,0.292,0.06316,2.441,97.19,,,,
2024-08-05,54018.81,2419.59,129.78,1.038,0.261,0.05807,2.197,95.64,,,,
2024-08-06,56022.01,2461.33,144.4,1.121,0.276,0.05909,2.735,103.64,,,,
2024-08-07,55134.16,2342.8,144.77,1.009,0.261,0.05667,2.485,98.32,,,,
2024-08-08,61685.99,2682.5,163.13,1.166,0.312,0.06511,2.774,101.44,6.218,,,
2024-08-09,60837.99,2598.78,156.28,1.098,0.312,0.06175,2.681,96.28,6.619,,,
2024-08-10,60923.51,2609.92,154.01,1.1,0.32,0.06223,2.596,93.31,6.673,,,
2024-08-11,58712.59,2555.38,141.57,1.021,0.294,0.06014,2.503,91.16,6.21,,,
2024-08-12,59346.64,2722.3,146.29,1.089,0.329,0.06135,2.771,95.66,6.27,,,
2024-08-13,60587.15,2702.44,146.65,1.075,0.341,0.06028,2.901,97.78,6.456,,,
2024-08-14,58683.39,2661.45,143.71,1.068,0.324,0.05921,2.824,106.02,6.89,,,
2024-08-15,57541.06,2569.89,142.58,1.0,0.305,0.05519,2.691,107.8,6.597,,,
2024-08-16,58874.6,2592.73,139.04,1.005,0.3,0.05481,2.614,112.67,6.538,,,
2024-08-17,59491.99,2614.51,141.93,1.071,0.299,0.0477,2.67,110.93,6.438,,,
2024-08-18,58427.35,2612.15,142.42,1.056,0.291,0.04475,2.93,111.38,6.887,,,
2024-08-19,59438.5,2636.36,144.29,1.053,0.289,0.04518,2.884,118.12,6.832,,,
2024-08-20,59013.8,2572.82,142.27,1.093,0.294,0.04499,2.765,128.89,6.664,,,
2024-08-21,61156.03,2630.71,142.79,1.109,0.304,0.04004,2.84,140.16,6.496,,,
2024-08-22,60375.84,2622.88,143.22,1.122,0.305,0.03717,2.953,135.84,6.504,,,
2024-08-23,64037.24,2762.48,153.26,1.295,0.359,0.04015,3.219,143.32,6.7,,,
2024-08-24,64157.01,2768.0,160.67,1.293,0.37,0.04751,3.46,137.02,5.927,,,
2024-08-25,64220.0,2746.13,158.92,1.239,0.348,0.04186,3.39,135.47,5.77,,,
2024-08-26,62834.0,2680.49,157.12,1.178,0.313,0.04402,3.33,128.76,5.132,,,
2024-08-27,59415.0,2457.33,146.79,1.072,0.273,0.04268,3.118,119.98,5.438,,,
2024-08-28,59034.9,2528.33,143.95,1.042,0.254,0.03943,3.205,125.51,5.521,,,
2024-08-29,59359.01,2527.61,140.0,1.057,0.242,0.03873,3.302,123.28,5.454,,,
2024-08-30,59123.99,2526.0,137.99,1.068,0.241,0.03911,3.285,131.2,5.371,,,
2024-08-31,58973.99,2513.01,135.35,1.058,0.238,0.04102,3.194,129.71,5.42,,,
2024-09-01,57301.86,2425.72,128.5,1.004,0.223,0.03884,2.937,120.7,5.184,,,
2024-09-02,59132.13,2538.01,134.94,1.07,0.238,0.04074,3.181,134.9,5.219,,,
2024-09-03,57487.73,2425.29,127.54,0.988,0.219,0.04016,2.847,118.78,4.889,,,
2024-09-04,57970.9,2450.71,133.64,1.015,0.221,0.04234,2.894,135.27,4.625,,,
2024-09-05,56180.0,2368.81,129.41,0.966,0.208,0.04182,2.683,128.96,4.81,,,
2024-09-06,53962.97,2225.23,125.05,0.913,0.205,0.04154,2.62,126.85,4.656,,,
2024-09-07,54160.86,2273.58,127.71,0.913,0.211,0.04243,2.701,125.13,4.67,,,
2024-09-08,54869.95,2297.3,130.15,0.944,0.22,0.03992,2.765,125.98,4.896,,,
2024-09-09,57042.0,2359.5,135.08,1.006,0.235,0.04203,3.025,139.97,5.219,,,
2024-09-10,57635.99,2388.52,135.63,1.023,0.228,0.04257,3.213,150.59,5.529,,,
2024-09-11,57338.0,2340.55,132.42,1.01,0.212,0.04101,3.301,149.47,5.389,,,
2024-09-12,58132.32,2361.76,136.05,1.035,0.212,0.0425,3.428,145.01,5.583,,,
2024-09-13,60498.0,2439.19,139.02,1.061,0.22,0.04215,3.449,144.33,5.781,,,
2024-09-14,59993.03,2417.79,137.14,1.027,0.223,0.04216,3.329,140.06,5.676,,,
2024-09-15,59132.0,2316.1,131.37,0.994,0.212,0.04016,3.271,143.37,5.554,,,
2024-09-16,58213.99,2295.68,131.47,0.973,0.209,0.03717,3.225,140.3,5.485,,,
2024-09-17,60313.99,2341.8,131.54,0.991,0.227,0.03842,3.333,140.6,5.522,,,
2024-09-18,61759.99,2374.75,134.34,1.032,0.242,0.03755,3.426,141.76,5.641,,,
2024-09-19,62947.99,2465.21,142.89,1.047,0.248,0.03852,3.443,150.38,5.683,,,
2024-09-20,63201.05,2561.4,146.66,1.114,0.26,0.03778,3.613,153.41,5.585,,,
2024-09-21,63348.96,2612.4,149.41,1.148,0.289,0.04116,3.673,154.57,5.673,,,
2024-09-22,63578.76,2581.0,144.63,1.112,0.275,0.04219,4.089,162.11,5.62,,,
2024-09-23,63339.99,2646.97,144.79,1.215,0.281,0.04134,3.966,171.95,5.64,,,
2024-09-24,64262.7,2653.2,152.73,1.257,0.3223,0.03943,4.139,166.09,5.616,,,
2024-09-25,63152.01,2579.95,147.98,1.23,0.3131,0.0381,4.079,165.06,5.736,,,
2024-09-26,65173.99,2632.26,155.55,1.252,0.364,0.03941,4.511,165.21,5.792,,,
2024-09-27,65769.95,2694.43,157.64,1.355,0.3596,0.03929,4.654,170.39,5.981,,,
2024-09-28,65858.0,2675.21,156.75,1.333,0.369,0.04094,4.472,163.93,5.885,,,
2024-09-29,65602.01,2657.62,158.46,1.325,0.3881,0.04597,4.346,161.5,5.847,,,
2024-09-30,63327.59,2602.23,152.49,1.28,0.3668,0.04252,4.219,156.73,5.708,,,
2024-10-01,60805.78,2447.79,145.13,1.133,0.3542,0.03938,3.87,144.81,5.378,,,
2024-10-02,60649.28,2364.1,140.18,1.037,0.3205,0.03811,3.677,139.14,5.29,,,
2024-10-03,60752.71,2349.8,136.82,1.019,0.2794,0.03795,3.681,143.73,5.332,,,
2024-10-04,62086.0,2414.41,143.24,1.056,0.3096,0.0422,3.825,151.25,5.401,,,
2024-10-05,62058.0,2414.66,142.59,1.051,0.2863,0.04356,3.811,148.46,5.234,,,
2024-10-06,62819.91,2440.03,146.48,1.081,0.2946,0.04524,3.879,150.12,5.315,,,
2024-10-07,62224.0,2422.71,143.96,1.069,0.2841,0.04347,3.878,146.68,5.198,,,
2024-10-08,62160.49,2440.89,143.49,1.071,0.2826,0.04284,3.833,143.15,5.199,,,
2024-10-09,60636.02,2370.47,139.33,1.029,0.2671,0.04071,3.725,139.44,5.066,,,
2024-10-10,60326.39,2386.49,139.03,1.036,0.2708,0.03942,3.73,140.7,5.138,,,
2024-10-11,62540.0,2439.5,145.53,1.074,0.3431,0.04106,4.015,143.91,5.209,,,
2024-10-12,63206.22,2476.4,146.4,1.078,0.3294,0.04061,4.177,154.73,5.241,,,
2024-10-13,62870.02,2468.91,147.74,1.049,0.357,0.03926,4.063,154.64,5.192,,,
2024-10-14,66083.99,2629.79,157.59,1.189,0.4098,0.03826,4.354,162.93,5.323,,,
2024-10-15,67074.14,2607.41,154.76,1.14,0.4284,0.04066,4.237,156.79,5.224,,,
2024-10-16,67620.01,2611.1,154.28,1.118,0.3978,0.04013,4.231,155.8,5.227,,,
2024-10-17,67421.78,2605.8,150.5,1.086,0.3758,0.03781,4.196,153.14,5.183,,,
2024-10-18,68428.0,2642.17,154.94,1.13,0.4136,0.03835,4.558,159.0,5.25,,,
2024-10-19,68378.0,2648.2,159.79,1.138,0.4014,0.03637,4.855,158.15,5.267,,,
2024-10-20,69031.99,2746.91,167.4,1.215,0.4124,0.03519,5.033,158.88,5.358,,,
2024-10-21,67377.5,2666.7,166.17,1.156,0.3901,0.03333,4.796,153.25,5.194,,,
2024-10-22,67426.0,2622.81,167.59,1.145,0.3868,0.03064,4.882,152.67,5.223,,,
2024-10-23,66668.65,2524.61,170.85,1.095,0.3688,0.0272,4.685,149.61,5.14,,,
2024-10-24,68198.28,2535.82,177.19,1.101,0.3909,0.02709,4.93,147.44,5.128,,,
2024-10-25,66698.33,2440.62,164.9,1.006,0.3509,0.0252,4.377,138.1,4.776,,,
2024-10-26,67092.76,2482.51,170.88,1.015,0.3576,0.02484,4.507,142.69,4.925,,,
2024-10-27,68021.7,2507.8,176.63,1.038,0.3622,0.0252,4.512,147.94,4.997,,,
2024-10-28,69962.21,2567.48,178.29,1.043,0.3717,0.02653,4.608,151.69,5.017,,,
2024-10-29,72736.42,2638.8,179.42,1.087,0.3809,0.02796,5.036,151.49,5.02,,,
2024-10-30,72344.74,2659.19,174.87,1.127,0.3617,0.02961,5.098,156.25,4.989,,,
2024-10-31,70292.01,2518.61,168.69,1.04,0.3628,0.02952,4.768,143.51,4.846,,,
2024-11-01,69496.01,2511.49,166.1,1.03,0.3693,0.02563,4.849,141.45,4.894,,,
2024-11-02,69374.74,2494.23,166.17,0.997,0.3627,0.02601,4.587,138.42,4.874,,,
2024-11-03,68775.99,2457.73,162.53,0.959,0.3371,0.02524,4.405,132.87,4.818,,,
2024-11-04,67850.01,2398.21,157.95,0.938,0.3295,0.02522,4.111,128.27,4.699,,,
2024-11-05,69372.01,2422.55,166.62,0.971,0.3513,0.02721,4.25,135.83,4.668,,,
2024-11-06,75571.99,2721.87,186.59,1.344,0.4856,0.02837,5.129,173.71,4.796,,,
2024-11-07,75857.89,2895.47,196.35,1.281,0.5082,0.02958,5.452,183.4,4.908,,,
2024-11-08,76509.78,2961.75,199.85,1.276,0.4957,0.02938,5.26,181.94,4.925,,,
2024-11-09,76677.46,3126.21,199.89,1.297,0.5494,0.0296,5.572,195.35,5.241,,,
2024-11-10,80370.01,3183.21,210.07,1.289,0.5548,0.03108,5.392,190.06,5.274,,,
2024-11-11,88647.99,3371.59,222.13,1.298,0.6353,0.02984,5.922,193.47,5.497,,,
2024-11-12,87952.01,3243.8,211.64,1.19,0.5911,0.02824,5.544,179.17,5.469,,,
2024-11-13,90375.2,3187.16,215.13,1.162,0.5899,0.02501,5.416,173.21,5.258,,,
2024-11-14,87325.59,3058.82,209.57,1.119,0.5383,0.02423,5.137,158.13,5.236,,,
2024-11-15,91032.07,3090.01,218.45,1.174,0.5362,0.02321,5.259,164.4,5.381,,,
2024-11-16,90586.92,3132.87,215.71,1.219,0.5538,0.02971,5.432,168.95,5.648,,,
2024-11-17,89855.99,3076.0,237.47,1.157,0.554,0.03019,5.166,161.98,5.383,,,
2024-11-18,90464.08,3207.8,239.79,1.263,0.5796,0.03936,5.437,170.78,5.576,,,
2024-11-19,92310.79,3107.44,237.63,1.183,0.5343,0.03631,5.077,161.95,5.447,,,
2024-11-20,94286.56,3069.97,235.48,1.113,0.5158,0.03672,4.892,156.77,5.289,,,
2024-11-21,98317.12,3355.81,256.37,1.217,0.5922,0.04171,5.211,169.23,5.507,,,
2024-11-22,98892.0,3327.78,256.9,1.259,0.5957,0.03826,5.157,173.46,5.45,,,
2024-11-23,97672.4,3393.91,254.89,1.352,0.6679,0.04655,5.359,174.45,6.313,,,
2024-11-24,97900.04,3361.2,252.73,1.458,0.6808,0.04084,5.415,171.14,6.151,,,
2024-11-25,93010.01,3414.49,234.18,1.649,0.6309,0.03757,5.234,181.45,6.079,,,
2024-11-26,91965.16,3324.73,230.69,1.61,0.6006,0.03636,5.014,181.6,6.136,,,
2024-11-27,95863.11,3653.28,241.96,1.794,0.7083,0.03776,5.64,210.52,6.372,,,
2024-11-28,95643.98,3578.79,237.59,1.711,0.7074,0.04094,5.487,200.19,6.436,,,
2024-11-29,97460.0,3592.21,243.33,1.747,0.7905,0.05031,5.624,198.97,6.45,,,
2024-11-30,96407.99,3703.6,237.6,1.827,0.8438,0.04867,5.753,211.77,6.821,,,
2024-12-01,97185.18,3707.61,236.8,1.823,0.824,0.05531,5.847,209.24,6.836,,,
2024-12-02,95840.62,3643.42,225.72,1.86,0.8391,0.06099,5.806,235.39,6.568,,,
2024-12-03,95849.69,3614.51,233.92,2.012,0.8082,0.06183,6.233,240.4,6.773,,,
2024-12-04,98587.32,3837.8,229.15,2.089,0.9072,0.07116,6.409,256.43,6.896,,,
2024-12-05,96945.63,3785.2,235.84,2.05,0.9636,0.07,6.18,247.59,6.793,,,
2024-12-06,99740.84,3998.87,236.87,2.257,1.0469,0.073,6.84,281.75,6.798,,,
2024-12-07,99831.99,3996.22,238.14,2.166,1.0497,0.07182,6.735,282.2,6.796,,,
2024-12-08,101109.59,4004.15,237.02,2.163,1.0285,0.07188,6.744,282.62,6.78,,,
2024-12-09,97276.47,3712.0,216.63,1.829,1.0053,0.06997,5.691,260.56,5.778,,,
2024-12-10,96593.0,3628.25,213.6,1.842,0.902,0.06181,5.878,276.49,5.938,,,
2024-12-11,101125.0,3831.81,227.29,1.907,1.0478,0.05996,6.128,302.76,6.342,,,
2024-12-12,100004.29,3881.61,226.96,2.252,1.0363,0.05398,6.08,367.11,6.343,,,
2024-12-13,101424.25,3906.8,224.79,2.207,0.9971,0.05428,5.938,377.7,6.33,,,
2024-12-14,101420.0,3870.29,219.93,2.214,1.1317,0.05029,5.859,365.57,6.25,,,
2024-12-15,104463.99,3959.09,224.27,2.382,1.2518,0.05649,6.173,368.48,6.391,,,
2024-12-16,106058.66,3986.24,216.19,2.234,1.1827,0.05267,6.301,379.32,6.059,,,
2024-12-17,106133.74,3893.01,223.15,2.094,1.112,0.05688,6.03,361.3,5.822,,,
2024-12-18,100204.01,3626.8,206.53,1.873,1.0767,0.0537,5.697,339.73,5.438,,,
2024-12-19,97461.86,3417.01,193.81,1.606,0.9542,0.0463,4.827,314.98,5.2,,,
2024-12-20,97805.44,3472.21,194.48,1.732,1.1813,0.0557,5.437,329.4,5.45,,,
2024-12-21,97291.99,3338.92,181.45,1.676,1.01,0.05244,5.055,299.13,5.311,,,
2024-12-22,95186.27,3281.83,180.52,1.719,1.0298,0.04746,4.947,318.97,5.381,,,
2024-12-23,94881.47,3422.53,190.11,1.804,1.0782,0.05742,5.277,383.53,5.597,,,
2024-12-24,98663.58,3493.18,197.09,1.958,1.0553,0.06005,5.368,375.14,5.797,,,
2024-12-25,99429.6,3497.0,197.44,1.92,1.0293,0.05622,5.313,369.99,5.948,,,
2024-12-26,95791.6,3335.05,188.46,1.775,0.926,0.05155,4.889,337.74,5.733,,,
2024-12-27,94299.03,3333.51,184.22,1.901,0.9056,0.05414,5.266,324.01,5.734,,,
2024-12-28,95300.0,3404.0,195.5,1.895,0.947,0.05126,5.44,354.4,5.813,,,
2024-12-29,93738.2,3356.48,189.94,1.782,0.9432,0.04884,5.275,332.74,5.634,,,
2024-12-30,92792.05,3361.84,191.38,1.879,0.9531,0.04951,5.08,322.06,5.581,,,
2024-12-31,93576.0,3337.78,189.31,1.745,0.9093,0.04777,4.865,308.82,5.509,,,
2025-01-01,94591.79,3360.38,194.28,1.806,0.9591,0.04955,5.081,319.84,5.516,,,
2025-01-02,96984.79,3455.67,208.31,1.883,1.0332,0.04947,5.254,333.5,5.648,,,
2025-01-03,98174.18,3609.01,217.99,2.01,1.2141,0.0513,5.545,350.8,5.801,,,
2025-01-04,98220.5,3656.88,216.67,2.06,1.2339,0.05021,5.418,351.6,5.725,,,
2025-01-05,98363.61,3635.99,213.41,2.09,1.2626,0.04874,5.382,341.7,5.724,,,
2025-01-06,102235.6,3687.45,218.22,2.019,1.172,0.05792,5.374,341.5,5.708,,,
2025-01-07,96954.61,3381.31,202.17,1.768,1.0357,0.05176,4.746,306.88,5.316,,,
2025-01-08,95060.61,3327.29,197.48,1.651,0.9768,0.0543,4.262,293.31,5.309,,,
2025-01-09,92552.49,3219.2,184.95,1.589,0.9013,0.0607,3.933,281.13,5.2,,,
2025-01-10,94726.11,3267.04,187.68,1.624,0.9105,0.06354,3.937,285.8,5.381,,,
2025-01-11,94599.99,3282.83,188.09,1.592,0.9078,0.07622,3.933,287.2,5.4,,,
2025-01-12,94545.06,3267.3,188.51,1.561,0.8783,0.08739,3.953,287.92,5.307,,,
2025-01-13,94536.1,3137.51,182.87,1.623,0.7982,0.09342,3.729,289.57,5.298,,,
2025-01-14,96560.86,3225.63,187.57,1.845,0.8309,0.10074,3.836,295.52,5.362,,,
2025-01-15,100497.35,3451.52,205.86,2.081,0.9431,0.11516,4.036,319.92,5.516,,,
2025-01-16,99987.3,3308.05,211.14,1.966,0.9128,0.1308,3.801,311.23,5.475,,,
2025-01-17,104077.48,3473.63,219.51,1.994,0.9641,0.11491,4.35,335.19,5.585,,,
2025-01-18,104556.23,3307.71,261.97,1.771,0.8821,0.10116,4.019,315.57,5.29,,,
2025-01-19,101331.57,3215.12,252.42,1.621,0.8466,0.0868,3.666,309.41,4.864,,,
2025-01-20,102260.01,3284.0,242.19,1.823,0.8791,0.08478,3.736,337.53,5.03,,,
2025-01-21,106143.82,3327.54,250.33,1.903,0.9345,0.08027,3.794,370.8,5.205,,,
2025-01-22,103706.66,3242.6,257.36,1.856,0.8548,0.07501,3.595,346.65,5.295,,,
2025-01-23,103910.34,3338.21,253.11,1.822,0.8494,0.08163,3.595,337.41,5.125,,,
2025-01-24,104870.5,3310.09,253.37,2.003,0.8455,0.07644,3.658,334.97,5.069,,,
2025-01-25,104746.85,3318.77,256.41,1.996,0.8567,0.07465,3.7,326.42,5.079,,,
2025-01-26,102620.0,3232.61,240.5,2.086,0.7764,0.0724,3.668,316.56,4.93,,,
2025-01-27,102082.83,3182.44,234.89,1.917,0.7516,0.06655,3.513,305.07,5.01,,,
2025-01-28,101335.52,3077.72,227.06,1.779,0.6576,0.07759,3.144,284.16,4.784,,,
2025-01-29,103733.24,3113.9,228.16,1.897,0.6822,0.07596,3.285,290.99,4.825,,,
2025-01-30,104722.94,3247.39,238.31,2.099,0.7603,0.07809,3.564,315.44,4.822,,,
2025-01-31,102429.56,3300.99,231.77,2.302,0.7646,0.07861,3.735,332.71,4.827,,,
2025-02-01,100635.65,3117.54,213.03,2.038,0.6755,0.06547,3.263,296.06,4.605,,,
2025-02-02,97700.59,2869.68,203.51,1.905,0.5789,0.05629,2.676,258.44,4.061,,,
2025-02-03,101328.52,2879.9,216.28,1.859,0.6778,0.06044,3.113,276.45,4.075,,,
2025-02-04,97763.13,2731.19,206.64,1.708,0.6073,0.06029,2.804,272.3,3.786,,,
2025-02-05,96612.43,2788.25,196.12,1.692,0.5491,0.06,3.003,259.71,3.781,,,
2025-02-06,96554.35,2686.64,189.54,1.672,0.4717,0.05508,2.89,241.48,3.741,,,
2025-02-07,96506.8,2622.1,191.99,1.562,0.4935,0.04871,3.151,238.05,3.716,,,
2025-02-08,96444.74,2632.46,199.32,1.528,0.5226,0.04948,3.24,238.84,3.738,,,
2025-02-09,96462.75,2627.18,200.47,1.5,0.4765,0.04728,3.181,241.25,3.811,,,
2025-02-10,97430.82,2661.19,200.47,1.582,0.4783,0.05692,3.471,252.61,3.818,,,
2025-02-11,95778.2,2602.59,197.96,1.587,0.4424,0.05736,3.614,243.75,3.746,,,
2025-02-12,97869.99,2738.27,196.78,1.744,0.4508,0.05673,3.598,252.81,3.832,,,
2025-02-13,96608.14,2675.87,194.25,1.684,0.45,0.0589,3.404,256.42,3.712,,,
2025-02-14,97500.48,2725.95,199.39,1.858,0.4849,0.06575,3.68,262.61,3.846,,,
2025-02-15,97569.66,2693.04,194.48,1.812,0.4565,0.06233,3.627,253.38,3.793,,,
2025-02-16,96118.12,2661.41,188.27,1.785,0.4493,0.06189,3.543,253.95,3.779,,,
2025-02-17,95780.0,2744.05,177.53,1.867,0.4553,0.06904,3.444,264.57,3.763,,,
2025-02-18,95671.74,2671.99,169.32,1.749,0.4229,0.06448,3.231,249.6,3.675,,,
2025-02-19,96644.37,2715.5,168.93,1.719,0.3968,0.07642,3.289,252.98,3.547,,,
2025-02-20,98305.0,2738.04,176.0,1.779,0.4192,0.09407,3.549,261.28,3.602,,,
2025-02-21,96181.98,2663.0,168.94,1.606,0.4623,0.08004,3.394,242.92,3.565,,,
2025-02-22,96551.01,2763.22,172.07,1.689,0.4479,0.08502,3.496,247.14,3.741,,,
2025-02-23,96258.0,2819.69,167.94,1.698,0.4417,0.08694,3.416,247.7,3.767,,,
2025-02-24,91552.88,2513.52,141.81,1.411,0.3749,0.07298,2.941,210.78,3.412,,,
2025-02-25,88680.4,2495.7,144.33,1.409,0.407,0.06941,2.892,205.13,3.549,,,
2025-02-26,84250.09,2336.37,135.32,1.349,0.4283,0.07318,2.749,202.55,3.501,,,
2025-02-27,84708.58,2307.72,137.68,1.351,0.4166,0.07621,2.942,203.97,3.421,,,
2025-02-28,84349.94,2237.59,148.18,1.27,0.414,0.07253,2.872,192.25,3.328,,,
2025-03-01,86064.53,2217.39,143.66,1.249,0.4006,0.07159,2.854,194.99,3.322,,,
2025-03-02,94270.0,2518.11,178.71,1.374,0.4751,0.08074,3.081,223.52,3.507,,,
2025-03-03,86220.61,2149.01,142.16,1.1,0.3638,0.07308,2.467,180.91,3.063,,,
